Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
DRUG METABOLISM - OTHER ENZYMES	3/81	0.001030932953164344	0.00838492135240333	0	0	16.61622073578595	114.27458709717837	CYP2A6;CYP3A4;UGT2B7
VIRAL PROTEIN INTERACTION WITH CYTOKINE AND CYTOKINE RECEPTOR	3/99	0.00183761907410643	0.014011845440061529	0	0	13.488451086956522	84.9675912217824	LTA;TNFRSF1B;TNF
FOLATE TRANSPORT AND METABOLISM	2/29	0.0022885917810906483	0.01634723900663872	0	0	31.401103230890463	190.9130112741173	ABCC2;MTHFR
TOXOPLASMOSIS	3/109	0.0024177822840828036	0.01634723900663872	0	0	12.20980311730927	73.56289860652022	HSPA1L;TNF;HSPA1A
SEROTONERGIC SYNAPSE	3/111	0.0025458814846404565	0.01634723900663872	0	0	11.982487922705314	71.5747354429221	CYP2C9;CYP2C8;CYP2C19
TNF SIGNALING PATHWAY	3/118	0.003027044541121597	0.018464971700841742	0	0	11.249149338374291	65.24696203167494	LTA;TNFRSF1B;TNF
TYPE I DIABETES MELLITUS	2/42	0.004755990731889128	0.026374130422294258	0	0	21.181914893617023	113.28829979292982	LTA;TNF
TRYPTOPHAN METABOLISM	2/42	0.004755990731889128	0.026374130422294258	0	0	21.181914893617023	113.28829979292982	CYP1A2;CYP1A1
CYTOKINE-CYTOKINE RECEPTOR INTERACTION	4/296	0.005904058637915708	0.0313171806011181	0	0	5.984474885844749	30.713014883755093	LTA;PRL;TNFRSF1B;TNF
LONGEVITY REGULATING PATHWAY - MULTIPLE SPECIES	2/60	0.009507148869464287	0.04832800675311012	0	0	14.59501100513573	67.950156942103	HSPA1L;HSPA1A
NEUROACTIVE LIGAND-RECEPTOR INTERACTION	4/366	0.0122335254518871	0.05969960420520904	0	0	4.810067526089625	21.18149362664512	GABRA1;GNRHR;PRL;NR3C1
ADIPOCYTOKINE SIGNALING PATHWAY	2/70	0.012771842039635313	0.059929412647519546	0	0	12.442428035043804	54.25536138345729	TNFRSF1B;TNF
CHEMICAL CARCINOGENESIS - REACTIVE OXYGEN SPECIES	3/222	0.01708924454135262	0.07721806792759331	0	0	5.876116736152472	23.911717017971988	EPHX1;CYP1A2;CYP1A1
NF-KAPPA B SIGNALING PATHWAY	2/104	0.02687464171359212	0.11709665318065138	0	0	8.280767626199417	29.947993363977123	LTA;TNF
PRION DISEASE	3/268	0.027879195628584694	0.11728489195473561	0	0	4.844790812141099	17.343743302802444	HSPA1L;TNF;HSPA1A
MAPK SIGNALING PATHWAY	3/296	0.03586822735196671	0.1458641245646646	0	0	4.375575011129247	14.56149098860256	HSPA1L;TNF;HSPA1A
TAURINE AND HYPOTAURINE METABOLISM	1/16	0.03850183520662026	0.151523351458312	0	0	27.68888888888889	90.18407814256837	GGT1
ESTROGEN SIGNALING PATHWAY	2/135	0.043271911907934967	0.16497416414900207	0	0	6.3407454807230845	19.911535761795328	HSPA1L;HSPA1A
MEASLES	2/138	0.04501625861425518	0.16642374396785248	0	0	6.199937421777221	19.22434158367669	HSPA1L;HSPA1A
SIGNALING PATHWAYS REGULATING PLURIPOTENCY OF STEM CELLS	2/141	0.046786457812907994	0.1678808192110228	0	0	6.065207408541252	18.572644500129382	FZD8;POU5F1
SPLICEOSOME	2/144	0.04858205388330461	0.16934315925037607	0	0	5.9361702127659575	17.953953207286375	HSPA1L;HSPA1A
ADRENERGIC SIGNALING IN CARDIOMYOCYTES	2/148	0.05101491022125315	0.172883862416469	0	0	5.772369571553483	17.176478389520618	SCN7A;SCN5A
MTOR SIGNALING PATHWAY	2/154	0.054745048463008844	0.18051070033748862	0	0	5.542833146696529	16.10230916268445	FZD8;TNF
PROTEIN PROCESSING IN ENDOPLASMIC RETICULUM	2/171	0.0658125650119077	0.21129297188033527	0	0	4.980989550547652	13.552996128362162	HSPA1L;HSPA1A
ASTHMA	1/30	0.07099704156206502	0.2128508250008814	0	0	14.311781609195402	37.85633785017516	TNF
HERPES SIMPLEX VIRUS 1 INFECTION	2/181	0.07264439013585818	0.2128508250008814	0	0	4.700344704623797	12.325145692491676	LTA;TNF
PROTEIN EXPORT	1/31	0.0732765135248936	0.2128508250008814	0	0	13.834027777777777	36.15544100556018	BAG6
ASCORBATE AND ALDARATE METABOLISM	1/31	0.0732765135248936	0.2128508250008814	0	0	13.834027777777777	36.15544100556018	UGT2B7
PROTEOGLYCANS IN CANCER	2/197	0.08402676833504609	0.22541118055884107	0	0	4.311183851609384	10.677163548077221	FZD8;TNF
PENTOSE AND GLUCURONATE INTERCONVERSIONS	1/36	0.08459194359992496	0.22541118055884107	0	0	11.854761904761904	29.280269023639796	UGT2B7
ONE CARBON POOL BY FOLATE	1/36	0.08459194359992496	0.22541118055884107	0	0	11.854761904761904	29.280269023639796	MTHFR
ALLOGRAFT REJECTION	1/37	0.08683873349397976	0.22541118055884107	0	0	11.52488425925926	28.16338868908917	TNF
AFRICAN TRYPANOSOMIASIS	1/37	0.08683873349397976	0.22541118055884107	0	0	11.52488425925926	28.16338868908917	TNF
NICOTINE ADDICTION	1/40	0.09354674065934461	0.2331690366273224	0	0	10.636752136752136	25.20159373503205	GABRA1
HUMAN IMMUNODEFICIENCY VIRUS 1 INFECTION	2/210	0.09364985897326883	0.2331690366273224	0	0	4.039075286415712	9.565307218535958	TNFRSF1B;TNF
GRAFT-VERSUS-HOST DISEASE	1/42	0.09799190344985674	0.23577010476492605	0	0	10.116869918699187	23.50017789315131	TNF
HORMONE SIGNALING	2/218	0.09972499871970394	0.23577010476492605	0	0	3.8879038613081165	8.96293598771887	GNRHR;PRL
HUMAN T-CELL LEUKEMIA VIRUS 1 INFECTION	2/219	0.10049217580144389	0.23577010476492605	0	0	3.869791155995686	8.89152397026926	LTA;TNF
ABC TRANSPORTERS	1/45	0.10461963696044026	0.23748955385944445	0	0	9.425662878787879	21.27771770333297	ABCC2
PORPHYRIN METABOLISM	1/46	0.10681826213767642	0.23748955385944445	0	0	9.21574074074074	20.612168790008823	UGT2B7
PATHWAYS OF NEURODEGENERATION - MULTIPLE DISEASES	3/469	0.10729473480666735	0.23748955385944445	0	0	2.7269546557193505	6.087041918547917	FZD8;TNFRSF1B;TNF
TYPE II DIABETES MELLITUS	1/47	0.10901159849285975	0.23748955385944445	0	0	9.014945652173912	19.979833011775472	TNF
MALARIA	1/50	0.11555999902224065	0.24733894527567296	0	0	8.46173469387755	18.260130793597916	TNF
OVARIAN STEROIDOGENESIS	1/51	0.117732304342972	0.2476438125834928	0	0	8.292083333333334	17.739600807203995	CYP1A1
ENDOCYTOSIS	2/248	0.12342536387316516	0.25521854902586694	0	0	3.4085798304791557	7.131153422144283	HSPA1L;HSPA1A
GLUTATHIONE METABOLISM	1/59	0.1349236118713764	0.27434467747179864	0	0	7.145474137931035	14.312716953392979	GGT1
BASAL CELL CARCINOMA	1/62	0.14128538719624217	0.28216588391204867	0	0	6.793032786885246	13.293784547448325	FZD8
INFLAMMATORY BOWEL DISEASE	1/63	0.14339577707005752	0.28216588391204867	0	0	6.683131720430108	12.979622883843673	TNF
FC EPSILON RI SIGNALING PATHWAY	1/68	0.15387175170898196	0.2972831857771273	0	0	6.182835820895522	11.572016896560731	TNF
PROLACTIN SIGNALING PATHWAY	1/69	0.1559518351617717	0.2972831857771273	0	0	6.091605392156863	11.319470289022187	PRL
RIG-I-LIKE RECEPTOR SIGNALING PATHWAY	1/71	0.16009698547444592	0.3004897265828062	0	0	5.916964285714286	10.839733535825493	TNF
LEISHMANIASIS	1/76	0.1703728138367953	0.3139463342414536	0	0	5.521111111111111	9.771075944218465	TNF
PERTUSSIS	1/77	0.17241315077194583	0.3139463342414536	0	0	5.448190789473684	9.57716561300858	TNF
GABAERGIC SYNAPSE	1/86	0.19055636178365606	0.33172469378108377	0	0	4.8691176470588236	8.072058613293224	GABRA1
HUMAN PAPILLOMAVIRUS INFECTION	2/328	0.19181026992646427	0.33172469378108377	0	0	2.561676021407127	4.229963874811036	FZD8;TNF
MORPHINE ADDICTION	1/89	0.19651706539438918	0.33172469378108377	0	0	4.7024147727272725	7.650857071596247	GABRA1
GNRH SIGNALING PATHWAY	1/90	0.19849439487603893	0.33172469378108377	0	0	4.64934456928839	7.517964209639377	GNRHR
RHEUMATOID ARTHRITIS	1/92	0.20243476399124583	0.33172469378108377	0	0	4.5467032967032965	7.262620120354334	TNF
IL-17 SIGNALING PATHWAY	1/93	0.204397826110705	0.33172469378108377	0	0	4.49705615942029	7.139917855205284	TNF
MELANOGENESIS	1/96	0.21025865699508983	0.33172469378108377	0	0	4.3543859649122805	6.790302654401219	FZD8
HEMATOPOIETIC CELL LINEAGE	1/97	0.21220285264448208	0.33172469378108377	0	0	4.308810763888889	6.679572779011756	TNF
HYPERTROPHIC CARDIOMYOPATHY	1/98	0.21414235950352403	0.33172469378108377	0	0	4.264175257731959	6.571581270407724	TNF
AGE-RAGE SIGNALING PATHWAY IN DIABETIC COMPLICATIONS	1/100	0.21800735103248006	0.33172469378108377	0	0	4.177609427609427	6.363445371866637	TNF
AMOEBIASIS	1/100	0.21800735103248006	0.33172469378108377	0	0	4.177609427609427	6.363445371866637	TNF
AMYOTROPHIC LATERAL SCLEROSIS	2/362	0.2222771390914435	0.33172469378108377	0	0	2.3157210401891253	3.4824514698151807	TNFRSF1B;TNF
CHAGAS DISEASE	1/103	0.2237699482990746	0.33172469378108377	0	0	4.054125816993464	6.069580836470219	TNF
DILATED CARDIOMYOPATHY	1/103	0.2237699482990746	0.33172469378108377	0	0	4.054125816993464	6.069580836470219	TNF
C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY	1/104	0.2256815539658193	0.33172469378108377	0	0	4.014563106796117	5.976200388856241	TNF
SYSTEMIC LUPUS ERYTHEMATOSUS	1/104	0.2256815539658193	0.33172469378108377	0	0	4.014563106796117	5.976200388856241	TNF
INSULIN RESISTANCE	1/107	0.23138874349892613	0.3332891025069258	0	0	3.900353773584906	5.708776634262086	TNF
TOLL-LIKE RECEPTOR SIGNALING PATHWAY	1/109	0.23517062228237406	0.3332891025069258	0	0	3.8277391975308643	5.540438043245476	TNF
TGF-BETA SIGNALING PATHWAY	1/109	0.23517062228237406	0.3332891025069258	0	0	3.8277391975308643	5.540438043245476	TNF
ALZHEIMER DISEASE	2/379	0.23767337637788968	0.3332891025069258	0	0	2.2093797618375755	3.1745648003137488	FZD8;TNF
PARATHYROID HORMONE SYNTHESIS, SECRETION AND ACTION	1/112	0.24080928525036113	0.3338492363698189	0	0	3.7237237237237237	5.301651675040672	BGLAP
T CELL RECEPTOR SIGNALING PATHWAY	1/119	0.25380827453837335	0.34791696060316346	0	0	3.5015889830508473	4.801295201354348	TNF
SPHINGOLIPID SIGNALING PATHWAY	1/123	0.26113811243614116	0.3539872190801025	0	0	3.3860997267759565	4.5465358955607735	TNF
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	1/131	0.27558681582982053	0.3654520818612837	0	0	3.176442307692308	4.093965860472672	TNF
DOPAMINERGIC SYNAPSE	1/131	0.27558681582982053	0.3654520818612837	0	0	3.176442307692308	4.093965860472672	SCN1A
OSTEOCLAST DIFFERENTIATION	1/134	0.28093341146580997	0.36600268515264084	0	0	3.1043233082706765	3.9413656183382373	TNF
APOPTOSIS	1/136	0.28447631303043347	0.36600268515264084	0	0	3.0580246913580247	3.844259007658603	TNF
YERSINIA INFECTION	1/138	0.28800211290699607	0.36600268515264084	0	0	3.0130778588807785	3.7506415419411385	TNF
FLUID SHEAR STRESS AND ATHEROSCLEROSIS	1/138	0.28800211290699607	0.36600268515264084	0	0	3.0130778588807785	3.7506415419411385	TNF
ALCOHOLIC LIVER DISEASE	1/140	0.2915108919386749	0.36664256511874577	0	0	2.9694244604316546	3.660343934071231	TNF
GASTRIC CANCER	1/146	0.301935906875971	0.3683618063886846	0	0	2.845689655172414	3.4078286495466616	FZD8
BREAST CANCER	1/146	0.301935906875971	0.3683618063886846	0	0	2.845689655172414	3.4078286495466616	FZD8
RETROGRADE ENDOCANNABINOID SIGNALING	1/146	0.301935906875971	0.3683618063886846	0	0	2.845689655172414	3.4078286495466616	GABRA1
CUSHING SYNDROME	1/151	0.31050850642228905	0.37452503516985813	0	0	2.750138888888889	3.216408387436087	FZD8
NON-ALCOHOLIC FATTY LIVER DISEASE	1/154	0.3156024742670538	0.37452503516985813	0	0	2.695806100217865	3.1089972888660626	TNF
HIPPO SIGNALING PATHWAY	1/155	0.31729225687419166	0.37452503516985813	0	0	2.6781655844155843	3.0743519324254893	FZD8
HEPATITIS C	1/158	0.3223371204330746	0.37452503516985813	0	0	2.626592356687898	2.9737157718145633	TNF
NECROPTOSIS	1/158	0.3223371204330746	0.37452503516985813	0	0	2.626592356687898	2.9737157718145633	TNF
HEPATITIS B	1/161	0.3273454602523001	0.37675609576208124	0	0	2.576953125	2.8777846031219503	TNF
HEPATOCELLULAR CARCINOMA	1/166	0.3356122319023523	0.38097166225079304	0	0	2.4982323232323234	2.727567195504404	FZD8
JAK-STAT SIGNALING PATHWAY	1/167	0.33725360264824306	0.38097166225079304	0	0	2.4830572289156625	2.6988848153456635	PRL
WNT SIGNALING PATHWAY	1/170	0.34215391769017306	0.38128266826822593	0	0	2.4386094674556213	2.615395464472686	FZD8
INFLUENZA A	1/171	0.3437794549959414	0.38128266826822593	0	0	2.4241421568627453	2.5883897787945456	TNF
TUBERCULOSIS	1/179	0.35664287649387955	0.3919858642545343	0	0	2.314255617977528	2.386044622976128	TNF
NOD-LIKE RECEPTOR SIGNALING PATHWAY	1/185	0.36612802361099517	0.39881802571911973	0	0	2.238111413043478	2.2487921629224163	TNF
NEUROACTIVE LIGAND SIGNALING	1/195	0.38163305148588844	0.41202860425910076	0	0	2.1216709621993126	2.043796578882377	GABRA1
PATHOGENIC ESCHERICHIA COLI INFECTION	1/198	0.3862116748146341	0.4133142484858365	0	0	2.0890439932318103	1.9874531142481775	TNF
EPSTEIN-BARR VIRUS INFECTION	1/203	0.3937690190040998	0.41773756798695805	0	0	2.0368193069306932	1.89829683042406	TNF
HUMAN CYTOMEGALOVIRUS INFECTION	1/223	0.4230973581043406	0.44498170421318584	0	0	1.8514451951951951	1.5925260749517411	TNF
CORONAVIRUS DISEASE - COVID-19	1/230	0.4330302125413796	0.4515357771799001	0	0	1.7942139737991267	1.5016633995094943	TNF
SHIGELLOSIS	1/242	0.44966959879713764	0.46380086426493095	0	0	1.7038381742738589	1.3617793551550852	TNF
SALMONELLA INFECTION	1/244	0.45239592497972775	0.46380086426493095	0	0	1.6896433470507544	1.3402209503135194	TNF
IGSF CAM SIGNALING	1/294	0.5164129323167295	0.5250198145220083	0	0	1.3977531285551763	0.9237031661528964	SCN8A
PI3K-AKT SIGNALING PATHWAY	1/355	0.5846459714137259	0.5894777563014426	0	0	1.1533074387947269	0.6190363745942813	PRL
PATHWAYS IN CANCER	1/525	0.7288322239805406	0.7288322239805406	0	0	0.7723839058524173	0.24431408090497286	FZD8
