Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HIF-1 SIGNALING PATHWAY	2/110	0.00159610050932021	0.00957660305592126	0	0	40.907407407407405	263.4515499969604	IL6;TLR4
VASCULAR SMOOTH MUSCLE CONTRACTION	2/131	0.002252786052583026	0.011980705966444443	0	0	34.21188630490956	208.54154935693353	AVPR1B;AVPR1A
YERSINIA INFECTION	2/138	0.002495703599748119	0.011980705966444443	0	0	32.439542483660134	194.4161659778713	IL6;TLR4
MEASLES	2/138	0.002495703599748119	0.011980705966444443	0	0	32.439542483660134	194.4161659778713	IL6;TLR4
ALCOHOLIC LIVER DISEASE	2/140	0.002567294135666666	0.011980705966444443	0	0	31.966183574879228	190.67517791835434	IL6;TLR4
HEPATITIS B	2/161	0.003377090801754161	0.014930296176176291	0	0	27.71488469601677	157.71822094000018	IL6;TLR4
INFLUENZA A	2/171	0.0037996104632832027	0.015958363945789453	0	0	26.06180144641683	145.2386855127439	IL6;TLR4
TUBERCULOSIS	2/179	0.004154557768801633	0.016618231075206533	0	0	24.87382297551789	136.39683431302154	IL6;TLR4
NOD-LIKE RECEPTOR SIGNALING PATHWAY	2/185	0.004430570102962976	0.01691672221131318	0	0	24.051001821493625	130.33783873168142	IL6;TLR4
PATHOGENIC ESCHERICHIA COLI INFECTION	2/198	0.005057172586999214	0.01846967379599713	0	0	22.441043083900226	118.64462177173134	IL6;TLR4
LIPID AND ATHEROSCLEROSIS	2/214	0.0058814604525223675	0.020585111583828287	0	0	20.730607966457022	106.47136954337245	IL6;TLR4
CORONAVIRUS DISEASE - COVID-19	2/230	0.006763485762605937	0.02272531216235595	0	0	19.260233918128655	96.22830574652853	IL6;TLR4
SALMONELLA INFECTION	2/244	0.007581923588023181	0.02449544543822874	0	0	18.133149678604223	88.5258252986995	IL6;TLR4
CALCIUM SIGNALING PATHWAY	2/250	0.00794586109135659	0.024720456728664946	0	0	17.689068100358423	85.5284857560142	AVPR1B;AVPR1A
PRIMARY BILE ACID BIOSYNTHESIS	1/17	0.009312583434128836	0.02793775030238651	0	0	124.83125	583.7594513941907	CYP7B1
PI3K-AKT SIGNALING PATHWAY	2/355	0.015543706247264939	0.04438650489823983	0	0	12.361347182876928	51.47387919372272	IL6;TLR4
CITRATE CYCLE (TCA CYCLE)	1/30	0.01638073395054089	0.04438650489823983	0	0	68.82758620689656	282.994903106762	IDH1
LINOLEIC ACID METABOLISM	1/30	0.01638073395054089	0.04438650489823983	0	0	68.82758620689656	282.994903106762	CYP3A4
AFRICAN TRYPANOSOMIASIS	1/37	0.020167646885642113	0.052940073074810544	0	0	55.425	216.36122001333428	IL6
GRAFT-VERSUS-HOST DISEASE	1/42	0.022864465733773234	0.05781922384539556	0	0	48.65365853658537	183.82185575175376	IL6
VASOPRESSIN-REGULATED WATER REABSORPTION	1/43	0.02340301917551725	0.05781922384539556	0	0	47.49285714285714	178.33046577189359	AVPR2
ABC TRANSPORTERS	1/45	0.02447931669919003	0.05875036007805607	0	0	45.32954545454545	168.16929253740548	ABCB1
INTESTINAL IMMUNE NETWORK FOR IGA PRODUCTION	1/47	0.02555453587694348	0.05956227065910787	0	0	43.35434782608696	158.97781166869382	IL6
PATHWAYS OF NEURODEGENERATION - MULTIPLE DISEASES	2/469	0.02623576207603561	0.05956227065910787	0	0	9.289555079704973	33.81984994871366	ATXN2;IL6
GLUTATHIONE METABOLISM	1/59	0.03198325976038446	0.07069983736506039	0	0	34.36379310344827	118.2988232215442	IDH1
RETINOL METABOLISM	1/66	0.03571552014502453	0.07462210415618167	0	0	30.65230769230769	102.13869848967185	CYP3A4
CENTRAL CARBON METABOLISM IN CANCER	1/68	0.036779474955290804	0.07462210415618167	0	0	29.734328358208955	98.20699568293153	IDH1
CHEMICAL CARCINOGENESIS - DNA ADDUCTS	1/69	0.03731105207809084	0.07462210415618167	0	0	29.29558823529412	96.33753689320037	CYP3A4
DRUG METABOLISM - CYTOCHROME P450	1/69	0.03731105207809084	0.07462210415618167	0	0	29.29558823529412	96.33753689320037	CYP3A4
METABOLISM OF XENOBIOTICS BY CYTOCHROME P450	1/76	0.041024631208246766	0.0783197504884711	0	0	26.552	84.79600603121183	CYP3A4
LEISHMANIASIS	1/76	0.041024631208246766	0.0783197504884711	0	0	26.552	84.79600603121183	TLR4
DRUG METABOLISM - OTHER ENZYMES	1/81	0.04366920970201921	0.07993437046269884	0	0	24.88625	77.92163622636126	CYP3A4
CYTOSOLIC DNA-SENSING PATHWAY	1/82	0.04419732915189926	0.07993437046269884	0	0	24.57777777777778	76.6603234550211	IL6
PEROXISOME	1/83	0.044725183473176736	0.07993437046269884	0	0	24.276829268292683	75.43341417316094	IDH1
PD-L1 EXPRESSION AND PD-1 CHECKPOINT PATHWAY IN CANCER	1/88	0.04736048219236788	0.08288084383664379	0	0	22.875862068965517	69.77062685533508	TLR4
IL-17 SIGNALING PATHWAY	1/93	0.049989170431872655	0.08446340964202796	0	0	21.627173913043478	64.79390764349345	IL6
HEMATOPOIETIC CELL LINEAGE	1/97	0.052087371500602615	0.08446340964202796	0	0	20.721875	61.22967487540231	IL6
HYPERTROPHIC CARDIOMYOPATHY	1/98	0.052611263106800116	0.08446340964202796	0	0	20.507216494845363	60.390164935250596	IL6
VIRAL PROTEIN INTERACTION WITH CYTOKINE AND CYTOKINE RECEPTOR	1/99	0.053134891481239274	0.08446340964202796	0	0	20.296938775510203	59.569921519069155	IL6
AGE-RAGE SIGNALING PATHWAY IN DIABETIC COMPLICATIONS	1/100	0.05365825675086383	0.08446340964202796	0	0	20.09090909090909	58.768318421882675	IL6
NF-KAPPA B SIGNALING PATHWAY	1/104	0.05574908910260626	0.08446340964202796	0	0	19.306796116504856	55.73667787879545	TLR4
C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY	1/104	0.05574908910260626	0.08446340964202796	0	0	19.306796116504856	55.73667787879545	IL6
TH17 CELL DIFFERENTIATION	1/106	0.056792929712261776	0.08446340964202796	0	0	18.937142857142856	54.31822944685532	IL6
INSULIN RESISTANCE	1/107	0.05731445654280469	0.08446340964202796	0	0	18.75754716981132	53.63162372466097	IL6
TOXOPLASMOSIS	1/109	0.05835672384406997	0.084516634532791	0	0	18.408333333333335	52.30140127379555	TLR4
TNF SIGNALING PATHWAY	1/118	0.06303397522541687	0.08974328676161046	0	0	16.984615384615385	46.94685961789818	IL6
FOXO SIGNALING PATHWAY	1/130	0.06923745710256594	0.09693243994359231	0	0	15.395348837209303	41.1088648413353	IL6
SPINOCEREBELLAR ATAXIA	1/143	0.07591574223870662	0.10448507232012895	0	0	13.976760563380282	36.0339226016509	ATXN2
GASTRIC CANCER	1/146	0.07745068546971694	0.10448507232012895	0	0	13.68551724137931	35.00911135940426	ABCB1
PHAGOSOME	1/151	0.0800037743240655	0.10448507232012895	0	0	13.226	33.40466307421403	TLR4
NON-ALCOHOLIC FATTY LIVER DISEASE	1/154	0.08153254285811609	0.10448507232012895	0	0	12.964705882352941	32.49931587760663	IL6
CELLULAR SENESCENCE	1/156	0.08255043847948365	0.10448507232012895	0	0	12.796129032258065	31.917970668797693	IL6
NECROPTOSIS	1/158	0.08356730847927372	0.10448507232012895	0	0	12.631847133757962	31.35354417908075	TLR4
NEUTROPHIL EXTRACELLULAR TRAP FORMATION	1/159	0.08407535915990233	0.10448507232012895	0	0	12.55126582278481	31.077458185860923	TLR4
MICRORNAS IN CANCER	1/160	0.08458315378296152	0.10448507232012895	0	0	12.471698113207546	30.805345769798908	ABCB1
JAK-STAT SIGNALING PATHWAY	1/167	0.08813055627545927	0.10728937285708084	0	0	11.94156626506024	29.005299838184783	IL6
HERPES SIMPLEX VIRUS 1 INFECTION	1/181	0.09518789678290693	0.1142254761394883	0	0	11.005	25.88268679130435	IL6
TRANSCRIPTIONAL MISREGULATION IN CANCER	1/189	0.09919833324674639	0.11713755011353062	0	0	10.532446808510638	24.336630402299132	IL6
KAPOSI SARCOMA-ASSOCIATED HERPESVIRUS INFECTION	1/195	0.10219554842566242	0.11713755011353062	0	0	10.20360824742268	23.273074961378544	IL6
CHEMICAL CARCINOGENESIS - RECEPTOR ACTIVATION	1/195	0.10219554842566242	0.11713755011353062	0	0	10.20360824742268	23.273074961378544	CYP3A4
PROTEOGLYCANS IN CANCER	1/197	0.10319260367144364	0.11713755011353062	0	0	10.098469387755102	22.93522053097424	TLR4
EPSTEIN-BARR VIRUS INFECTION	1/203	0.10617773281045749	0.1189190607477124	0	0	9.795544554455445	21.96788850664253	IL6
HUMAN IMMUNODEFICIENCY VIRUS 1 INFECTION	1/210	0.10964896506938845	0.12119096139248199	0	0	9.464114832535886	20.920153674500032	TLR4
HUMAN T-CELL LEUKEMIA VIRUS 1 INFECTION	1/219	0.11409396937593141	0.12446614841010699	0	0	9.06926605504587	19.68695399920425	IL6
HUMAN CYTOMEGALOVIRUS INFECTION	1/223	0.11606304344778152	0.12499096986684163	0	0	8.904054054054054	19.175964540841118	IL6
SHIGELLOSIS	1/242	0.12536192359757256	0.13329622255944423	0	0	8.194190871369294	17.015649810991587	TLR4
PRION DISEASE	1/268	0.1379426117806564	0.14483974236968922	0	0	7.3865168539325845	14.632080773147514	IL6
CYTOKINE-CYTOKINE RECEPTOR INTERACTION	1/296	0.1513068837331026	0.15691084238988418	0	0	6.675932203389831	12.607131871186194	IL6
AMYOTROPHIC LATERAL SCLEROSIS	1/362	0.18206639491740778	0.18650703869588114	0	0	5.437119113573408	9.261500895072757	ATXN2
ALZHEIMER DISEASE	1/379	0.18982338029375415	0.19211040897199214	0	0	5.188095238095238	8.6208566449	IL6
PATHWAYS IN CANCER	1/525	0.2537398701496594	0.2537398701496594	0	0	3.7146946564885495	5.0945019020708004	IL6
