Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HEPATOCELLULAR CARCINOMA	3/166	3.505197671674982E-4	0.0021488385726355324	0	0	26.056091148115687	207.30469627313187	PIK3CA;CDKN2A;CTNNB1
FOCAL ADHESION	3/199	5.952916022756877E-4	0.0034973381633696655	0	0	21.63301749271137	160.6567214496655	PIK3CA;ERBB2;CTNNB1
HUMAN CYTOMEGALOVIRUS INFECTION	3/223	8.285471879489429E-4	0.004588159234427959	0	0	19.249675324675323	136.59255391850093	PIK3CA;CDKN2A;CTNNB1
OVARIAN STEROIDOGENESIS	2/51	8.460435467739499E-4	0.004588159234427959	0	0	54.2421768707483	383.7601319651186	CYP1B1;CYP19A1
GNRH SECRETION	2/64	0.0013290898973390482	0.0069408027972150295	0	0	42.840860215053766	283.746192615197	PIK3CA;ESR2
RETINOL METABOLISM	2/66	0.0014127246831094672	0.007114077868515531	0	0	41.49791666666667	272.31908283307774	CYP2A6;CYP3A4
CENTRAL CARBON METABOLISM IN CANCER	2/68	0.0014988231077721463	0.007251130881242751	0	0	40.236363636363635	261.66009341787907	PIK3CA;ERBB2
DRUG METABOLISM - CYTOCHROME P450	2/69	0.0015427938045197342	0.007251130881242751	0	0	39.63383084577114	256.59577607630155	CYP2A6;CYP3A4
MELANOMA	2/72	0.0016783804310391412	0.00763392389601674	0	0	37.92952380952381	242.3668495875679	PIK3CA;CDKN2A
GLIOMA	2/75	0.001819458958372403	0.007980177610129117	0	0	36.36529680365297	229.43651599154194	PIK3CA;CDKN2A
CHRONIC MYELOID LEUKEMIA	2/76	0.0018677011427961764	0.007980177610129117	0	0	35.87207207207207	225.38591265569076	PIK3CA;CDKN2A
BACTERIAL INVASION OF EPITHELIAL CELLS	2/78	0.001966003863019372	0.008153133667227397	0	0	34.924561403508775	217.64121558549033	PIK3CA;CTNNB1
DRUG METABOLISM - OTHER ENZYMES	2/81	0.0021179897039885084	0.008532472807496562	0	0	33.59324894514768	206.8433050168276	CYP2A6;CYP3A4
ERBB SIGNALING PATHWAY	2/83	0.002222323812989518	0.008704101600875612	0	0	32.760493827160495	200.14047008431262	PIK3CA;ERBB2
COLORECTAL CANCER	2/86	0.002383321563268006	0.009082387578940239	0	0	31.585714285714285	190.75434557748488	PIK3CA;CTNNB1
GNRH SIGNALING PATHWAY	2/90	0.002606339640296749	0.009670891823206358	0	0	30.143939393939394	179.35066618597747	MMP2;GNRHR
ADHERENS JUNCTION	2/92	0.002721412381013439	0.009838952454433203	0	0	29.47111111111111	174.07419089900034	ERBB2;CTNNB1
AGE-RAGE SIGNALING PATHWAY IN DIABETIC COMPLICATIONS	2/100	0.00320528834894988	0.011298641430048327	0	0	27.05442176870748	155.3722787250682	PIK3CA;MMP2
PROGESTERONE-MEDIATED OOCYTE MATURATION	2/108	0.0037265465017291342	0.012815684310824584	0	0	25.00251572327044	139.82090223868067	PIK3CA;PGR
HIF-1 SIGNALING PATHWAY	2/110	0.003862647016180469	0.012967457840034433	0	0	24.537037037037038	136.33765577647105	PIK3CA;ERBB2
RELAXIN SIGNALING PATHWAY	2/126	0.0050336357625974625	0.01631030783985115	0	0	21.353763440860217	112.99584667807923	PIK3CA;MMP2
CAFFEINE METABOLISM	1/6	0.005089741453570572	0.01631030783985115	0	0	249.725	1318.6799159042428	CYP2A6
SIGNALING PATHWAYS REGULATING PLURIPOTENCY OF STEM CELLS	2/141	0.006261834324439534	0.019620414216577207	0	0	19.035011990407675	96.56998586537334	PIK3CA;CTNNB1
CUSHING SYNDROME	2/151	0.007149222160250946	0.02191392009989964	0	0	17.74854586129754	87.69115843793087	CDKN2A;CTNNB1
CELLULAR SENESCENCE	2/156	0.0076131638413001025	0.02283949152390031	0	0	17.16796536796537	83.74321388790156	PIK3CA;CDKN2A
HEPATITIS C	2/158	0.007802485607376553	0.022919801471668624	0	0	16.946153846153845	82.24498754883699	PIK3CA;CTNNB1
VIRAL CARCINOGENESIS	2/185	0.010563975090007009	0.030398377299816086	0	0	14.426229508196721	65.64375353197991	PIK3CA;CDKN2A
KAPOSI SARCOMA-ASSOCIATED HERPESVIRUS INFECTION	2/195	0.01168188324539907	0.03294291075202537	0	0	13.671848013816925	60.83584192053364	PIK3CA;CTNNB1
DIABETIC CARDIOMYOPATHY	2/203	0.012612329724431846	0.03486938217931158	0	0	13.122388059701493	57.38525794547592	PIK3CA;MMP2
RAP1 SIGNALING PATHWAY	2/210	0.013452446306043557	0.036476825560618105	0	0	12.676282051282051	54.61695669253451	PIK3CA;CTNNB1
LIPID AND ATHEROSCLEROSIS	2/214	0.01394328383186424	0.0370943966092992	0	0	12.434591194968553	53.12999070359236	CYP2A6;PIK3CA
HUMAN T-CELL LEUKEMIA VIRUS 1 INFECTION	2/219	0.014567748692903488	0.038038010475914666	0	0	12.14500768049155	51.36057178050113	PIK3CA;CDKN2A
CHEMICAL CARCINOGENESIS - REACTIVE OXYGEN SPECIES	2/222	0.014948211624368591	0.038321778891563116	0	0	11.977575757575758	50.34371056132652	PIK3CA;CYP1B1
SALMONELLA INFECTION	2/244	0.017868615798434313	0.04499062192105782	0	0	10.876584022038568	43.775090087472456	PIK3CA;CTNNB1
LINOLEIC ACID METABOLISM	1/30	0.025206075066878136	0.061286128601445465	0	0	43.00431034482759	158.28468525367578	CYP3A4
IGSF CAM SIGNALING	2/294	0.025323707237393238	0.061286128601445465	0	0	8.991324200913242	33.05223613209701	PIK3CA;CTNNB1
CYTOKINE-CYTOKINE RECEPTOR INTERACTION	2/296	0.025644550265853067	0.061286128601445465	0	0	8.929251700680272	32.71163672537596	TNFSF11;TNFRSF11B
THYROID CANCER	1/36	0.03017501197648502	0.07050798024067535	0	0	35.621428571428574	124.70139957851625	CTNNB1
ALDOSTERONE-REGULATED SODIUM REABSORPTION	1/37	0.031000847034435945	0.07050798024067535	0	0	34.630208333333336	120.29636590931148	PIK3CA
HUMAN PAPILLOMAVIRUS INFECTION	2/328	0.03100350904199909	0.07050798024067535	0	0	8.039672801635993	27.927048709243003	PIK3CA;CTNNB1
TRYPTOPHAN METABOLISM	1/42	0.035120104519504855	0.07860213868651086	0	0	30.399390243902438	101.80699657630194	CYP1B1
PI3K-AKT SIGNALING PATHWAY	2/355	0.03584353117950361	0.07896777962984389	0	0	7.414542020774316	24.67998651088907	PIK3CA;ERBB2
CARBOHYDRATE DIGESTION AND ABSORPTION	1/47	0.0392228776844792	0.08379432959866011	0	0	27.088315217391305	87.72537577432398	PIK3CA
TYPE II DIABETES MELLITUS	1/47	0.0392228776844792	0.08379432959866011	0	0	27.088315217391305	87.72537577432398	PIK3CA
ALZHEIMER DISEASE	2/379	0.04037845244364971	0.08497554917245685	0	0	6.934040671971706	22.254519183159683	PIK3CA;CTNNB1
ENDOCRINE AND OTHER FACTOR-REGULATED CALCIUM REABSORPTION	1/50	0.04167665479123348	0.08641776949358708	0	0	25.426020408163264	80.79916728086499	ESR1
REGULATION OF LIPOLYSIS IN ADIPOCYTES	1/58	0.0481912576899168	0.09847778745330825	0	0	21.848684210526315	66.25783142102262	PIK3CA
VEGF SIGNALING PATHWAY	1/59	0.04900264615895895	0.09870533012018873	0	0	21.470905172413794	64.75369451323282	PIK3CA
LONGEVITY REGULATING PATHWAY - MULTIPLE SPECIES	1/60	0.04981338361381649	0.09892517027532571	0	0	21.10593220338983	63.306643893512835	PIK3CA
BASAL CELL CARCINOMA	1/62	0.05143290746308376	0.10072277711520569	0	0	20.41188524590164	60.57180179742927	CTNNB1
LYSINE DEGRADATION	1/63	0.05224169482431419	0.10090519137299042	0	0	20.081653225806452	59.278517093016504	KMT2C
RENAL CELL CARCINOMA	1/66	0.054664164526580065	0.10415739457091608	0	0	19.151923076923076	55.66596287289847	PIK3CA
ACUTE MYELOID LEUKEMIA	1/67	0.05547035859254033	0.10428427415397581	0	0	18.860795454545453	54.54365659888903	PIK3CA
FC EPSILON RI SIGNALING PATHWAY	1/68	0.056275905553084066	0.1044066142498007	0	0	18.578358208955223	53.4590176825742	PIK3CA
P53 SIGNALING PATHWAY	1/75	0.061896656139105055	0.11334322747550407	0	0	16.815033783783782	46.78428556789713	CDKN2A
INOSITOL PHOSPHATE METABOLISM	1/78	0.06429589121525492	0.11622718796603775	0	0	16.157467532467532	44.340284579943855	PIK3CA
B CELL RECEPTOR SIGNALING PATHWAY	1/82	0.06748588875841267	0.12044949765742008	0	0	15.356481481481481	41.39856725730863	PIK3CA
ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY	1/86	0.0706656488135395	0.12274083877718503	0	0	14.630882352941176	38.768849097220134	CTNNB1
LONGEVITY REGULATING PATHWAY	1/87	0.07145899283790368	0.12274083877718503	0	0	14.460029069767442	38.15468849161774	PIK3CA
PD-L1 EXPRESSION AND PD-1 CHECKPOINT PATHWAY IN CANCER	1/88	0.0722516994220309	0.12274083877718503	0	0	14.293103448275861	37.55655048582739	PIK3CA
BILE SECRETION	1/88	0.0722516994220309	0.12274083877718503	0	0	14.293103448275861	37.55655048582739	CYP3A4
SMALL CELL LUNG CANCER	1/92	0.0754161609714499	0.1251021023173463	0	0	13.662087912087912	35.31285890817634	PIK3CA
RHEUMATOID ARTHRITIS	1/92	0.0754161609714499	0.1251021023173463	0	0	13.662087912087912	35.31285890817634	TNFSF11
MELANOGENESIS	1/96	0.07857046186584668	0.12555863820379223	0	0	13.08421052631579	33.28308421675135	CTNNB1
INFLAMMATORY MEDIATOR REGULATION OF TRP CHANNELS	1/97	0.07935745306317064	0.12555863820379223	0	0	12.947265625	32.80568984423409	PIK3CA
PHOSPHATIDYLINOSITOL SIGNALING SYSTEM	1/98	0.08014381161944185	0.12555863820379223	0	0	12.813144329896907	32.33951284796603	PIK3CA
FC GAMMA R-MEDIATED PHAGOCYTOSIS	1/98	0.08014381161944185	0.12555863820379223	0	0	12.813144329896907	32.33951284796603	PIK3CA
CHOLINE METABOLISM IN CANCER	1/98	0.08014381161944185	0.12555863820379223	0	0	12.813144329896907	32.33951284796603	PIK3CA
AMOEBIASIS	1/100	0.08171463267155567	0.12661278249109176	0	0	12.553030303030303	31.43934295429433	PIK3CA
CHAGAS DISEASE	1/103	0.084066131270889	0.1272730558528242	0	0	12.181985294117647	30.16444131547811	PIK3CA
C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY	1/104	0.0848487039018828	0.1272730558528242	0	0	12.063106796116505	29.7583039952957	PIK3CA
NF-KAPPA B SIGNALING PATHWAY	1/104	0.0848487039018828	0.1272730558528242	0	0	12.063106796116505	29.7583039952957	TNFSF11
INSULIN RESISTANCE	1/107	0.08719264777091836	0.12941224563894196	0	0	11.71992924528302	28.59235270387481	PIK3CA
TOLL-LIKE RECEPTOR SIGNALING PATHWAY	1/109	0.08875213672437633	0.13035470081392775	0	0	11.50173611111111	27.856144115209812	PIK3CA
CHOLINERGIC SYNAPSE	1/111	0.09030911785300354	0.13105326891121136	0	0	11.291477272727272	27.150547372191404	PIK3CA
PARATHYROID HORMONE SYNTHESIS, SECRETION AND ACTION	1/112	0.0910866691723313	0.13105326891121136	0	0	11.18918918918919	26.808668657669454	TNFSF11
GROWTH HORMONE SYNTHESIS, SECRETION AND ACTION	1/118	0.09573885727717192	0.13341370197231292	0	0	10.612179487179487	24.89756359905353	PIK3CA
TNF SIGNALING PATHWAY	1/118	0.09573885727717192	0.13341370197231292	0	0	10.612179487179487	24.89756359905353	PIK3CA
T CELL RECEPTOR SIGNALING PATHWAY	1/119	0.0965120397246519	0.13341370197231292	0	0	10.521716101694915	24.600693047787278	PIK3CA
NEUROTROPHIN SIGNALING PATHWAY	1/119	0.0965120397246519	0.13341370197231292	0	0	10.521716101694915	24.600693047787278	PIK3CA
AMPK SIGNALING PATHWAY	1/121	0.0980565383627986	0.13423273698208352	0	0	10.3453125	24.02399894731515	PIK3CA
SPHINGOLIPID SIGNALING PATHWAY	1/123	0.09959855178794876	0.13503265194327668	0	0	10.17469262295082	23.469023889121114	PIK3CA
PLATELET ACTIVATION	1/125	0.10113808374787076	0.13581399817571216	0	0	10.009576612903226	22.93462789217583	PIK3CA
FOXO SIGNALING PATHWAY	1/130	0.10497608175602371	0.13934203529796724	0	0	9.619186046511627	21.681864161975042	PIK3CA
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	1/131	0.10574182820484038	0.13934203529796724	0	0	9.544711538461538	21.444625878565986	PIK3CA
OOCYTE MEIOSIS	1/136	0.10956132028111423	0.1398478458321827	0	0	9.188888888888888	20.31912245540372	PGR
APOPTOSIS	1/136	0.10956132028111423	0.1398478458321827	0	0	9.188888888888888	20.31912245540372	PIK3CA
INSULIN SIGNALING PATHWAY	1/137	0.11032337391025118	0.1398478458321827	0	0	9.120863970588236	20.1054803872225	PIK3CA
YERSINIA INFECTION	1/138	0.11108481371066996	0.1398478458321827	0	0	9.053832116788321	19.895445529940535	PIK3CA
MEASLES	1/138	0.11108481371066996	0.1398478458321827	0	0	9.053832116788321	19.895445529940535	PIK3CA
ALCOHOLIC LIVER DISEASE	1/140	0.1126058536126832	0.14050818902113568	0	0	8.922661870503598	19.48585843894484	CTNNB1
SPINOCEREBELLAR ATAXIA	1/143	0.11488282122106265	0.14209191045763012	0	0	8.732834507042254	18.89647946482192	PIK3CA
PHOSPHOLIPASE D SIGNALING PATHWAY	1/147	0.11791022527046315	0.1445681892446548	0	0	8.491866438356164	18.154181662067753	PIK3CA
NON-ALCOHOLIC FATTY LIVER DISEASE	1/154	0.12318474491100036	0.14809280188652804	0	0	8.10049019607843	16.962993985454318	PIK3CA
MTOR SIGNALING PATHWAY	1/154	0.12318474491100036	0.14809280188652804	0	0	8.10049019607843	16.962993985454318	PIK3CA
HIPPO SIGNALING PATHWAY	1/155	0.12393582001851285	0.14809280188652804	0	0	8.047483766233766	16.803077119770684	CTNNB1
CELL CYCLE	1/157	0.12543615403421773	0.14862603125062773	0	0	7.943509615384615	16.49039537374883	CDKN2A
NEUTROPHIL EXTRACELLULAR TRAP FORMATION	1/159	0.12693406952722158	0.14914753169448536	0	0	7.8421677215189876	16.18692009165463	PIK3CA
HEPATITIS B	1/161	0.12842957012278863	0.14965759824225783	0	0	7.743359375	15.89227423414592	PIK3CA
AUTOPHAGY - ANIMAL	1/167	0.13290161909015044	0.15204609377669312	0	0	7.461219879518072	15.057832029159092	PIK3CA
JAK-STAT SIGNALING PATHWAY	1/167	0.13290161909015044	0.15204609377669312	0	0	7.461219879518072	15.057832029159092	PIK3CA
TIGHT JUNCTION	1/169	0.13438749659312352	0.15204609377669312	0	0	7.371651785714286	14.79511070365777	ERBB2
WNT SIGNALING PATHWAY	1/170	0.1351295363574209	0.15204609377669312	0	0	7.327662721893491	14.666473984509441	CTNNB1
INFLUENZA A	1/171	0.13587097741747045	0.15204609377669312	0	0	7.284191176470588	14.539606439798138	PIK3CA
AXON GUIDANCE	1/178	0.1410443386808778	0.15659253349609267	0	0	6.99364406779661	13.698317611630321	PIK3CA
HERPES SIMPLEX VIRUS 1 INFECTION	1/181	0.14325255793236952	0.1578016458473758	0	0	6.876041666666667	13.36115332197292	PIK3CA
CHEMOKINE SIGNALING PATHWAY	1/191	0.15057476274270096	0.16458171741644056	0	0	6.510855263157895	12.32697333373052	PIK3CA
EPSTEIN-BARR VIRUS INFECTION	1/203	0.15928366315461118	0.17276151157538597	0	0	6.120358910891089	11.243519306184107	PIK3CA
HUMAN IMMUNODEFICIENCY VIRUS 1 INFECTION	1/210	0.16432497374812993	0.17686886487394135	0	0	5.913277511961723	10.678842642933322	PIK3CA
CAMP SIGNALING PATHWAY	1/222	0.1729010868928338	0.18468979736279972	0	0	5.588800904977376	9.808544549890906	PIK3CA
REGULATION OF ACTIN CYTOSKELETON	1/228	0.17715801443219276	0.18724668103713385	0	0	5.43942731277533	9.414088692848171	PIK3CA
CORONAVIRUS DISEASE - COVID-19	1/230	0.1785724018480875	0.18724668103713385	0	0	5.3913755458515285	9.288052321471422	PIK3CA
RAS SIGNALING PATHWAY	1/231	0.17927873716321324	0.18724668103713385	0	0	5.367663043478261	9.226011667423025	PIK3CA
SHIGELLOSIS	1/242	0.18701079092678408	0.1938861876520335	0	0	5.119813278008299	8.583822410474758	PIK3CA
CALCIUM SIGNALING PATHWAY	1/250	0.1925909842794389	0.19821407871095537	0	0	4.953313253012048	8.159031172912508	ERBB2
PRION DISEASE	1/268	0.2050148974017132	0.20947174299740262	0	0	4.615168539325842	7.3135312774069865	PIK3CA
MAPK SIGNALING PATHWAY	1/296	0.22398393195567692	0.22720672234352837	0	0	4.171186440677966	6.240849741664735	ERBB2
NEUROACTIVE LIGAND-RECEPTOR INTERACTION	1/366	0.2695598261554677	0.2714852534851496	0	0	3.359246575342466	4.403854430749691	GNRHR
PATHWAYS OF NEURODEGENERATION - MULTIPLE DISEASES	1/469	0.33206281286224354	0.33206281286224354	0	0	2.606169871794872	2.873122803491614	CTNNB1
