Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
CENTRAL CARBON METABOLISM IN CANCER	9/68	1.1514123121384906E-9	6.140865664738616E-9	0	0	22.88135593220339	470.95039564827914	PDGFRA;PIK3CA;ERBB2;PTEN;AKT1;HRAS;TP53;EGFR;FGFR1
CHEMICAL CARCINOGENESIS - DNA ADDUCTS	9/69	1.3162665580213875E-9	6.856830441785833E-9	0	0	22.498863636363637	460.0672587457687	CYP2A6;GSTM1;GSTP1;EPHX1;CYP1A1;CYP1B1;GSTT1;CYP3A4;CYP3A5
METABOLISM OF XENOBIOTICS BY CYTOCHROME P450	9/76	3.173910780933635E-9	1.6158091248389415E-8	0	0	20.14111261872456	394.1273607355823	CYP2A6;GSTM1;GSTP1;EPHX1;CYP1A1;CYP1B1;GSTT1;CYP3A4;CYP3A5
FLUID SHEAR STRESS AND ATHEROSCLEROSIS	11/138	3.867498920190872E-9	1.9251550180505674E-8	0	0	13.146698970321017	254.66020712042953	GSTM1;PIK3CA;SRC;MMP2;GSTP1;BCL2;AKT1;GSTT1;FOS;TP53;VEGFA
ERBB SIGNALING PATHWAY	9/83	7.023939967319916E-9	3.390516825127488E-8	0	0	18.229422604422606	342.23811405449555	PIK3CA;ERBB3;SRC;ERBB2;EIF4EBP1;AKT1;NRG1;HRAS;EGFR
ENDOMETRIAL CANCER	8/58	7.114030838437139E-9	3.390516825127488E-8	0	0	23.830375939849624	447.08637350551237	PIK3CA;ERBB2;PTEN;AKT1;BAX;HRAS;TP53;EGFR
HUMAN PAPILLOMAVIRUS INFECTION	15/328	1.1529642726043247E-8	5.3804999388201825E-8	0	0	7.43420051726761	135.88487805946806	NOTCH1;PTEN;EGFR;VEGFA;PIK3CA;FASN;CASP3;CDK2;EIF4EBP1;E2F1;AKT1;BAX;ATM;TP53;HRAS
CELLULAR SENESCENCE	11/156	1.4040070060287718E-8	6.418317741845813E-8	0	0	11.50419098143236	208.01130875959134	CXCL8;PIK3CA;CDKN2A;CDK2;EIF4EBP1;PTEN;E2F1;AKT1;ATM;TP53;HRAS
HEPATITIS C	11/158	1.6034750393652442E-8	7.183568176356295E-8	0	0	11.346520146520147	203.65310274601288	RXRA;PIK3CA;FASN;CASP3;CDK2;E2F1;AKT1;BAX;TP53;HRAS;EGFR
ABC TRANSPORTERS	7/45	2.7033331348811143E-8	1.1873463180654307E-7	0	0	27.248036135113903	474.8295975399402	ABCC3;ABCC1;ABCB1;ABCC2;ABCC6;ABCC10;ABCG2
FOXO SIGNALING PATHWAY	10/130	2.852469817541803E-8	1.2287562290949305E-7	0	0	12.556615776081426	218.13975134532706	STK11;SMAD4;PIK3CA;CDK2;PTEN;AKT1;ATM;SOD2;HRAS;EGFR
PROLACTIN SIGNALING PATHWAY	8/69	2.9076851134168025E-8	1.2289084252931393E-7	0	0	19.52224824355972	338.77588869095473	PIK3CA;SRC;AKT1;FOS;JAK2;HRAS;ESR1;ESR2
TIGHT JUNCTION	11/169	3.223341497629126E-8	1.3370898064239336E-7	0	0	10.550681596884129	182.00202383246514	TUBA1C;TUBA3E;STK11;TUBA1B;TUBA3D;TUBA1A;TUBA3C;MAP3K1;SRC;ERBB2;TUBA4A
MEASLES	10/138	5.0465108051705654E-8	2.0553062188331027E-7	0	0	11.767056297709924	197.7098877479284	PIK3CA;FASN;CASP3;IL2RA;CDK2;BCL2;AKT1;BAX;FOS;TP53
CHRONIC MYELOID LEUKEMIA	8/76	6.291066874748945E-8	2.516426749899578E-7	0	0	17.50641309155241	290.2834652796202	SMAD4;PIK3CA;CDKN2A;E2F1;AKT1;BAX;HRAS;TP53
HERPES SIMPLEX VIRUS 1 INFECTION	11/181	6.52557887034707E-8	2.5644380122065675E-7	0	0	9.79995475113122	162.1397719330625	SYK;PIK3CA;SRC;FASN;CASP3;EIF4EBP1;BCL2;AKT1;BAX;JAK2;TP53
VIRAL CARCINOGENESIS	11/185	8.158760374868593E-8	3.150969524087181E-7	0	0	9.572723253757736	156.2420497852444	VAC14;SYK;PIK3CA;SRC;CDKN2A;CASP3;CDK2;BAX;TP53;HRAS;MAD1L1
NON-ALCOHOLIC FATTY LIVER DISEASE	10/154	1.4233888769407788E-7	5.404052685334482E-7	0	0	10.451123833757421	164.7625429867433	CASP7;CXCL8;RXRA;PIK3CA;DDIT3;FASN;CASP3;AKT1;BAX;FOS
LONGEVITY REGULATING PATHWAY	8/87	1.8267548257640824E-7	6.819884682852574E-7	0	0	15.060435899876273	233.671015166246	STK11;PIK3CA;EIF4EBP1;AKT1;BAX;SOD2;HRAS;TP53
RELAXIN SIGNALING PATHWAY	9/126	2.724574814773865E-7	1.0004996041136816E-6	0	0	11.504662004662004	173.9019774144257	EDNRB;PIK3CA;SRC;MMP2;AKT1;FOS;HRAS;EGFR;VEGFA
JAK-STAT SIGNALING PATHWAY	10/167	3.0330426274938463E-7	1.0958089492880993E-6	0	0	9.579423348081878	143.773056646144	PDGFRA;PIK3CA;IL2RA;LIF;BCL2;AKT1;JAK2;HRAS;EGFR;MCL1
FOCAL ADHESION	10/199	1.512999912212779E-6	5.379555243423214E-6	0	0	7.944585807181227	106.46870078913157	PDGFRA;PIK3CA;SRC;ERBB2;BCL2;PTEN;AKT1;HRAS;EGFR;VEGFA
EPSTEIN-BARR VIRUS INFECTION	10/203	1.8109478393222159E-6	6.338317437627756E-6	0	0	7.7783490883202155	102.84268841977605	SYK;PIK3CA;FASN;CASP3;CDK2;BCL2;E2F1;AKT1;BAX;TP53
THYROID HORMONE SIGNALING PATHWAY	8/119	2.0291744034574143E-6	6.886894945067588E-6	0	0	10.701347964505858	140.2720014952653	NOTCH1;RXRA;PIK3CA;SRC;AKT1;TP53;ESR1;HRAS
NEUROTROPHIN SIGNALING PATHWAY	8/119	2.0291744034574143E-6	6.886894945067588E-6	0	0	10.701347964505858	140.2720014952653	MAP3K1;PIK3CA;BDNF;BCL2;AKT1;BAX;TP53;HRAS
HUMAN IMMUNODEFICIENCY VIRUS 1 INFECTION	10/210	2.456514714256579E-6	8.212825313335428E-6	0	0	7.503435114503817	96.92012303936052	PIK3CA;TRIM5;FASN;CASP3;BCL2;AKT1;BAX;ATM;FOS;HRAS
SPHINGOLIPID SIGNALING PATHWAY	8/123	2.602494015020029E-6	8.572921461242448E-6	0	0	10.327034978751225	132.79575934473908	ABCC1;PIK3CA;BCL2;PTEN;AKT1;BAX;TP53;HRAS
APOPTOSIS - MULTIPLE SPECIES	5/32	2.8019151310455117E-6	9.096072309481081E-6	0	0	27.004357298474947	345.25630874348775	CASP7;CASP3;BCL2;BAX;BIRC5
PD-L1 EXPRESSION AND PD-1 CHECKPOINT PATHWAY IN CANCER	7/88	2.939201990576029E-6	9.405446369843293E-6	0	0	12.755297586143357	162.46897600451257	PIK3CA;PTEN;AKT1;FOS;JAK2;HRAS;EGFR
STEROID HORMONE BIOSYNTHESIS	6/63	5.387864895456856E-6	1.6998334318061064E-5	0	0	15.440155945419104	187.31011145734337	AKR1C3;CYP1A1;CYP1B1;CYP3A4;CYP19A1;CYP3A5
CHOLINE METABOLISM IN CANCER	7/98	6.040989540835334E-6	1.8794189682598818E-5	0	0	11.347876004592422	136.36677603358783	PDGFRA;PIK3CA;EIF4EBP1;AKT1;FOS;HRAS;EGFR
DRUG METABOLISM - CYTOCHROME P450	6/69	9.1821767719662E-6	2.8175446533156558E-5	0	0	13.965432098765431	161.9745206131394	CYP2A6;GSTM1;GSTP1;GSTT1;CYP3A4;CYP3A5
PHOSPHOLIPASE D SIGNALING PATHWAY	8/147	9.770552074464884E-6	2.957572519838019E-5	0	0	8.533564126142695	98.44436986151554	PDGFRA;CXCL8;SYK;PIK3CA;AKT1;HRAS;PIK3CG;EGFR
HIF-1 SIGNALING PATHWAY	7/110	1.295343912549146E-5	3.8687604854801164E-5	0	0	10.019707288798724	112.76328112456927	PIK3CA;ERBB2;EIF4EBP1;BCL2;AKT1;EGFR;VEGFA
CHOLINERGIC SYNAPSE	7/111	1.3744695931669516E-5	4.0510682745973306E-5	0	0	9.9228616532721	111.08502278303345	PIK3CA;BCL2;AKT1;FOS;JAK2;HRAS;PIK3CG
TNF SIGNALING PATHWAY	7/118	2.0480590965576022E-5	5.9579900990766614E-5	0	0	9.293801263950519	100.33618423461098	CASP7;PIK3CA;FASN;CASP3;LIF;AKT1;FOS
DRUG METABOLISM - OTHER ENZYMES	6/81	2.3195516973803658E-5	6.661276669400024E-5	0	0	11.723851851851851	125.11168918883384	CYP2A6;RRM1;GSTM1;GSTP1;GSTT1;CYP3A4
HORMONE SIGNALING	9/218	2.4834409840060235E-5	7.041655448320876E-5	0	0	6.410395824271422	67.97122422615992	STK11;SMAD4;PIK3CA;SRC;IGF2;OPRM1;JAK2;ESR1;ESR2
RAS SIGNALING PATHWAY	9/231	3.909382099257178E-5	1.0946269877920097E-4	0	0	6.031019656019656	61.2121122358929	PDGFRA;PIK3CA;BDNF;IGF2;AKT1;HRAS;EGFR;FGFR1;VEGFA
SHIGELLOSIS	9/242	5.607470628398333E-5	1.5507079268657119E-4	0	0	5.743074522044479	56.21795556733874	CXCL8;PIK3CA;SRC;BCL2;AKT1;BAX;ATM;TP53;EGFR
VEGF SIGNALING PATHWAY	5/59	5.97951329338142E-5	1.633428021606632E-4	0	0	13.483796296296296	131.1243405918449	PIK3CA;SRC;AKT1;HRAS;VEGFA
SIGNALING PATHWAYS REGULATING PLURIPOTENCY OF STEM CELLS	7/141	6.418154789277172E-5	1.7321285214434777E-4	0	0	7.6896302071730895	74.23411214315433	SMAD4;PIK3CA;LIF;AKT1;JAK2;HRAS;FGFR1
INTEGRIN SIGNALING	7/153	1.07285220680196E-4	2.86093921813856E-4	0	0	7.053312206092824	64.46741220441419	PDGFRA;PIK3CA;SRC;ERBB2;AKT1;EGFR;VEGFA
ACUTE MYELOID LEUKEMIA	5/67	1.1025801019520491E-4	2.9056228569089294E-4	0	0	11.739207779886147	106.97573072131875	PIK3CA;EIF4EBP1;AKT1;HRAS;PPARD
THYROID CANCER	4/36	1.1701191560671518E-4	3.0141111458799764E-4	0	0	18.090328467153284	163.7759909610331	RXRA;BAX;HRAS;TP53
PROGESTERONE-MEDIATED OOCYTE MATURATION	6/108	1.1706592396944551E-4	3.0141111458799764E-4	0	0	8.608714596949891	77.93274190124045	PIK3CA;CDK2;AKT1;PGR;MAD1L1;AURKA
RAP1 SIGNALING PATHWAY	8/210	1.2400983051126096E-4	3.1566138675593697E-4	0	0	5.853346236879327	52.65172574725082	PDGFRA;PIK3CA;SRC;AKT1;HRAS;EGFR;FGFR1;VEGFA
CELL CYCLE	7/157	1.2601741319558164E-4	3.171674219753965E-4	0	0	6.863830845771144	61.63095807041236	SMAD4;CDKN2A;CDK2;E2F1;ATM;TP53;MAD1L1
GROWTH HORMONE SYNTHESIS, SECRETION AND ACTION	6/118	1.9032253444129635E-4	4.7369164127611537E-4	0	0	7.836111111111111	67.13032124661817	MAP3K1;PIK3CA;AKT1;FOS;JAK2;HRAS
HOMOLOGOUS RECOMBINATION	4/41	1.9575119951319275E-4	4.8184910649401295E-4	0	0	15.641743933714737	133.55962859865656	BARD1;ATM;BRCA1;BRCA2
INFLUENZA A	7/171	2.1357984093162944E-4	5.200204822683152E-4	0	0	6.273434655988351	53.019931947378026	CXCL8;PIK3CA;FASN;CASP3;AKT1;BAX;JAK2
TUBERCULOSIS	7/179	2.8233988843787003E-4	6.800444624740096E-4	0	0	5.9792172856647	48.86454897536094	SYK;SRC;CASP3;BCL2;AKT1;BAX;JAK2
B CELL RECEPTOR SIGNALING PATHWAY	5/82	2.862657048756171E-4	6.821650839589173E-4	0	0	9.445187165775401	77.05941088498933	SYK;PIK3CA;AKT1;FOS;HRAS
CHEMOKINE SIGNALING PATHWAY	7/191	4.178189743108925E-4	9.851731604804202E-4	0	0	5.585861453601558	43.46058442514911	CXCL8;PIK3CA;SRC;AKT1;JAK2;HRAS;PIK3CG
GNRH SIGNALING PATHWAY	5/90	4.4080829766430905E-4	0.0010285526945500545	0	0	8.552768166089965	66.08638841539222	MAP3K1;SRC;MMP2;HRAS;EGFR
OVARIAN STEROIDOGENESIS	4/51	4.5742122588772504E-4	0.001056312934008767	0	0	12.30750116477714	94.6435254757559	AKR1C3;CYP1A1;CYP1B1;CYP19A1
ADHERENS JUNCTION	5/92	4.8772970324940116E-4	0.0011148107502843454	0	0	8.355307640297498	63.71548048981013	SMAD4;SRC;ERBB2;EGFR;FGFR1
MTOR SIGNALING PATHWAY	6/154	7.886593467414467E-4	0.0017844413502028692	0	0	5.919219219219219	42.29386359833657	STK11;PIK3CA;EIF4EBP1;PTEN;AKT1;HRAS
GLUTATHIONE METABOLISM	4/59	7.975854341997551E-4	0.0017865913726074515	0	0	10.513072329130724	74.9994337871259	RRM1;GSTM1;GSTP1;GSTT1
CHAGAS DISEASE	5/103	8.162102521982076E-4	0.0018102088761623614	0	0	7.413340336134453	52.71506642572211	CXCL8;PIK3CA;FASN;AKT1;FOS
LONGEVITY REGULATING PATHWAY - MULTIPLE SPECIES	4/60	8.499229490742517E-4	0.0018542755881917874	0	0	10.324817518248175	73.00022697454	PIK3CA;AKT1;SOD2;HRAS
C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY	5/104	8.526356499274737E-4	0.0018542755881917874	0	0	7.338086749851456	51.85956701143462	SYK;PIK3CA;SRC;AKT1;HRAS
EFFEROCYTOSIS	6/157	8.720278870986914E-4	0.0018782139106741046	0	0	5.8007358351729215	40.86438082296538	CASP7;RXRA;CASP3;JAK2;GAS6;PPARD
TH17 CELL DIFFERENTIATION	5/106	9.291052741232943E-4	0.001982091251463028	0	0	7.192050087361677	50.20977660759958	SMAD4;RXRA;IL2RA;FOS;JAK2
TOXOPLASMOSIS	5/109	0.0010532278556055008	0.002225689053355021	0	0	6.9835265837104075	47.87832975143199	CASP3;BCL2;AKT1;JAK2;PIK3CG
GNRH SECRETION	4/64	0.0010836196050659772	0.0022685120704184943	0	0	9.6345498783455	65.77939172179984	PIK3CA;AKT1;HRAS;ESR2
REGULATION OF ACTIN CYTOSKELETON	7/228	0.0011854472425302713	0.002431790984028095	0	0	4.6419261160262035	31.275604589700784	PDGFRA;PIK3CA;SRC;AKT1;HRAS;EGFR;FGFR1
PARATHYROID HORMONE SYNTHESIS, SECRETION AND ACTION	5/112	0.0011892533582498817	0.002431790984028095	0	0	6.786695986805937	45.704526331721276	RXRA;BCL2;FOS;EGFR;FGFR1
AUTOPHAGY - ANIMAL	6/167	0.0011998365186590544	0.002431790984028095	0	0	5.43768115942029	36.57150509004466	STK11;PIK3CA;BCL2;PTEN;AKT1;HRAS
RENAL CELL CARCINOMA	4/66	0.0012158954920140476	0.002431790984028095	0	0	9.322816105486226	62.57730028349885	PIK3CA;AKT1;HRAS;VEGFA
RETINOL METABOLISM	4/66	0.0012158954920140476	0.002431790984028095	0	0	9.322816105486226	62.57730028349885	CYP2A6;CYP1A1;CYP3A4;CYP3A5
FC EPSILON RI SIGNALING PATHWAY	4/68	0.00135908006250068	0.002694105610620817	0	0	9.030565693430656	59.610287624167505	SYK;PIK3CA;AKT1;HRAS
EPITHELIAL CELL SIGNALING IN HELICOBACTER PYLORI INFECTION	4/70	0.0015136395368568194	0.0029483065761385006	0	0	8.756027427560275	56.85497211379217	CXCL8;SRC;CASP3;EGFR
ADIPOCYTOKINE SIGNALING PATHWAY	4/70	0.0015136395368568194	0.0029483065761385006	0	0	8.756027427560275	56.85497211379217	STK11;RXRA;AKT1;JAK2
AMPK SIGNALING PATHWAY	5/121	0.001675649255233049	0.003235736492863819	0	0	6.2572895537525355	39.993807666527026	STK11;PIK3CA;FASN;EIF4EBP1;AKT1
PLATELET ACTIVATION	5/125	0.0019331463048678367	0.0037010664298324394	0	0	6.0474877450980395	37.78837058947215	SYK;PIK3CA;SRC;AKT1;PIK3CG
CALCIUM SIGNALING PATHWAY	7/250	0.0020051078481450836	0.003806306423597447	0	0	4.21693999140102	26.19587340574906	PDGFRA;EDNRB;ERBB3;ERBB2;EGFR;FGFR1;VEGFA
PERTUSSIS	4/77	0.002150855193166937	0.004048668598902469	0	0	7.913608639136086	48.604511799406296	CASP7;CXCL8;CASP3;FOS
TRANSCRIPTIONAL MISREGULATION IN CANCER	6/189	0.002247248639319418	0.00419486412672958	0	0	4.7786278081360045	29.14030479690272	CXCL8;RXRA;DDIT3;BAX;ATM;TP53
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	5/131	0.002372101554434351	0.004391328497465245	0	0	5.7577614379084965	34.799789130905566	SYK;PIK3CA;FASN;CASP3;HRAS
INSULIN SIGNALING PATHWAY	5/137	0.0028794576528320434	0.0052868730674948995	0	0	5.494373885918003	32.14292961659983	PIK3CA;FASN;EIF4EBP1;AKT1;HRAS
YERSINIA INFECTION	5/138	0.002971075842913762	0.005410739746444574	0	0	5.4527863777089784	31.728843256652947	CXCL8;PIK3CA;SRC;AKT1;FOS
TH1 AND TH2 CELL DIFFERENTIATION	4/91	0.003938123240979328	0.007114029080478785	0	0	6.635455994630422	36.740858276618724	NOTCH1;IL2RA;FOS;JAK2
OXYTOCIN SIGNALING PATHWAY	5/152	0.00448532797222143	0.008037707726220802	0	0	4.9299719887955185	26.656080787189392	SRC;FOS;HRAS;PIK3CG;EGFR
MITOPHAGY - ANIMAL	4/101	0.005700206671311623	0.01013370074899844	0	0	5.948378358040484	30.73677500367928	SRC;E2F1;TP53;HRAS
FANCONI ANEMIA PATHWAY	3/53	0.006211791530667726	0.010956230731256462	0	0	8.612608695652174	43.763299667196684	ERCC1;BRCA1;BRCA2
NF-KAPPA B SIGNALING PATHWAY	4/104	0.006316592017418749	0.01105403603048281	0	0	5.769051094890511	29.21779456813814	CXCL8;SYK;BCL2;ATM
LEGIONELLOSIS	3/56	0.007238714774879523	0.012569551237000102	0	0	8.123872026251025	40.03697278958037	CASP7;CXCL8;CASP3
TOLL-LIKE RECEPTOR SIGNALING PATHWAY	4/109	0.007439534563759109	0.012818890325246466	0	0	5.492944038929441	26.9206275578315	CXCL8;PIK3CA;AKT1;FOS
T CELL RECEPTOR SIGNALING PATHWAY	4/119	0.010063497616296858	0.01720781271794272	0	0	5.012757854649318	23.05287383444099	PIK3CA;AKT1;FOS;HRAS
VITAMIN DIGESTION AND ABSORPTION	2/26	0.014357664887247705	0.024364522232905198	0	0	11.891486810551559	50.46118348118895	ABCC1;FOLH1
OSTEOCLAST DIFFERENTIATION	4/134	0.015017051259268548	0.02529187580508387	0	0	4.430993823694553	18.60383318715934	SYK;PIK3CA;AKT1;FOS
OOCYTE MEIOSIS	4/136	0.015774987598019614	0.026370128522062636	0	0	4.363415173634151	18.105247984605903	CDK2;PGR;MAD1L1;AURKA
APELIN SIGNALING PATHWAY	4/138	0.016556608177222334	0.027471705419983724	0	0	4.297853796709881	17.625369360999333	SMAD4;AKT1;HRAS;PIK3CG
ALCOHOLIC LIVER DISEASE	4/140	0.017362125222645495	0.028596441543180813	0	0	4.234220695577501	17.163261820587152	CXCL8;FASN;CASP3;AKT1
INOSITOL PHOSPHATE METABOLISM	3/78	0.017764488508387882	0.029045587050210844	0	0	5.734492753623188	23.11318180015838	PIK3CA;PTEN;PIK3CG
GLYOXYLATE AND DICARBOXYLATE METABOLISM	2/31	0.020077682611549658	0.03258986163034148	0	0	9.83874968990325	38.451274167420166	ACSS2;PGP
