Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
CELLULAR SENESCENCE	2/156	0.01047467146390648	0.030782707975561905	0	0	14.304473304473305	65.21116391701504	PIK3CA;CDKN2A
HEPATITIS C	2/158	0.010733038379510151	0.030911150532989234	0	0	14.11965811965812	64.02458153854182	PIK3CA;CTNNB1
VIRAL CARCINOGENESIS	2/185	0.014493199817507088	0.04092197595531413	0	0	12.020036429872496	50.893744373150106	PIK3CA;CDKN2A
KAPOSI SARCOMA-ASSOCIATED HERPESVIRUS INFECTION	2/195	0.016011192622062742	0.044338687261096826	0	0	11.391479562464019	47.09769932161041	PIK3CA;CTNNB1
DIABETIC CARDIOMYOPATHY	2/203	0.017272913788451638	0.046930180859189354	0	0	10.933665008291873	44.37554425782287	PIK3CA;MMP2
RAP1 SIGNALING PATHWAY	2/210	0.018410850055187018	0.04909560014716538	0	0	10.561965811965813	42.19310063010437	PIK3CA;CTNNB1
LIPID AND ATHEROSCLEROSIS	2/214	0.019075135124938847	0.04994217196347626	0	0	10.360587002096436	41.021393400336976	CYP2A6;PIK3CA
HUMAN T-CELL LEUKEMIA VIRUS 1 INFECTION	2/219	0.019919690216364694	0.05122206055636636	0	0	10.119303635432667	39.62766437665813	PIK3CA;CDKN2A
CHEMICAL CARCINOGENESIS - REACTIVE OXYGEN SPECIES	2/222	0.020433933923869125	0.05162256991293252	0	0	9.97979797979798	38.82698618651823	PIK3CA;CYP1B1
RAS SIGNALING PATHWAY	2/231	0.02201007045406688	0.054645692161821226	0	0	9.583212032993693	36.571982585393975	PIK3CA;IGF2
SALMONELLA INFECTION	2/244	0.024373661102140152	0.05948825760522342	0	0	9.062442607897154	33.660197328051716	PIK3CA;CTNNB1
LINOLEIC ACID METABOLISM	1/30	0.02958999550324173	0.07101598920778016	0	0	36.208711433756804	127.46621354176987	CYP3A4
ASCORBATE AND ALDARATE METABOLISM	1/31	0.030561860107418466	0.07214603041751244	0	0	35.0	122.08008572013848	UGT1A4
IGSF CAM SIGNALING	2/294	0.034375233729151466	0.07844085443045133	0	0	7.491628614916286	25.249926852484553	PIK3CA;CTNNB1
CYTOKINE-CYTOKINE RECEPTOR INTERACTION	2/296	0.03480400785255788	0.07844085443045133	0	0	7.4399092970521545	24.983384533520805	TNFSF11;TNFRSF11B
PENTOSE AND GLUCURONATE INTERCONVERSIONS	1/36	0.0354073301248565	0.07844085443045133	0	0	29.992481203007518	100.19997336732251	UGT1A4
THYROID CANCER	1/36	0.0354073301248565	0.07844085443045133	0	0	29.992481203007518	100.19997336732251	CTNNB1
ALDOSTERONE-REGULATED SODIUM REABSORPTION	1/37	0.03637365932928062	0.07936071126388498	0	0	29.157894736842106	96.62665093408293	PIK3CA
TRYPTOPHAN METABOLISM	1/42	0.04119152691721229	0.08853104292654582	0	0	25.59563543003851	81.63786025385905	CYP1B1
HUMAN PAPILLOMAVIRUS INFECTION	2/328	0.04194695458957521	0.0888288450132181	0	0	6.6987048398091344	21.243933875279083	PIK3CA;CTNNB1
ABC TRANSPORTERS	1/45	0.044071254437806	0.09197301219296451	0	0	23.84688995215311	74.44873932423765	ABCB1
PORPHYRIN METABOLISM	1/46	0.045029336387548594	0.09197301219296451	0	0	23.31578947368421	72.28923154104575	UGT1A4
CARBOHYDRATE DIGESTION AND ABSORPTION	1/47	0.045986506096482256	0.09197301219296451	0	0	22.80778032036613	70.23444455974413	PIK3CA
TYPE II DIABETES MELLITUS	1/47	0.045986506096482256	0.09197301219296451	0	0	22.80778032036613	70.23444455974413	PIK3CA
ENDOCRINE AND OTHER FACTOR-REGULATED CALCIUM REABSORPTION	1/50	0.04885254998202776	0.09636667393715065	0	0	21.408163265306122	64.63014669364038	ESR1
ALZHEIMER DISEASE	2/379	0.05436343727959812	0.10578831038192067	0	0	5.777483053345122	16.82439728993922	PIK3CA;CTNNB1
REGULATION OF LIPOLYSIS IN ADIPOCYTES	1/58	0.05645539946213541	0.10839436696729998	0	0	18.39612188365651	52.87605301742885	PIK3CA
VEGF SIGNALING PATHWAY	1/59	0.05740168618341881	0.10876108961068827	0	0	18.078039927404717	51.661282065881295	PIK3CA
LONGEVITY REGULATING PATHWAY - MULTIPLE SPECIES	1/60	0.058347071283324045	0.10911660084154107	0	0	17.770740410347905	50.492824203227855	PIK3CA
BASAL CELL CARCINOMA	1/62	0.06023513991903656	0.11120333523514443	0	0	17.186367558239862	48.28508895429952	CTNNB1
LYSINE DEGRADATION	1/63	0.0611778250716139	0.111514010257119	0	0	16.908319185059423	47.24134484792992	KMT2C
RENAL CELL CARCINOMA	1/66	0.06400049361343328	0.11520088850417991	0	0	16.125506072874494	44.32683091319527	PIK3CA
ACUTE MYELOID LEUKEMIA	1/67	0.06493959018370567	0.11544816032658785	0	0	15.880382775119617	43.421696050712754	PIK3CA
FC EPSILON RI SIGNALING PATHWAY	1/68	0.06587779162640937	0.11568782919759694	0	0	15.642576590730558	42.547087131862945	PIK3CA
P53 SIGNALING PATHWAY	1/75	0.0724202061022377	0.12564469492436423	0	0	14.157894736842104	37.16829530659873	CDKN2A
INOSITOL PHOSPHATE METABOLISM	1/78	0.07521075177068094	0.12893271732116732	0	0	13.604237867395762	35.20043603994484	PIK3CA
B CELL RECEPTOR SIGNALING PATHWAY	1/82	0.07891907522821222	0.13369819803367716	0	0	12.929824561403509	32.8331213455501	PIK3CA
ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY	1/86	0.08261326946777713	0.1381992285019628	0	0	12.318885448916408	30.718187529247054	CTNNB1
LONGEVITY REGULATING PATHWAY	1/87	0.0835346163259223	0.1381992285019628	0	0	12.175030599755202	30.224442437891277	PIK3CA
PD-L1 EXPRESSION AND PD-1 CHECKPOINT PATHWAY IN CANCER	1/88	0.08445508408453282	0.1381992285019628	0	0	12.03448275862069	29.743650582678402	PIK3CA
GNRH SIGNALING PATHWAY	1/90	0.0862933855050247	0.13945558163997895	0	0	11.762862211709049	28.81903981668561	MMP2
SMALL CELL LUNG CANCER	1/92	0.08812818006415338	0.13945558163997895	0	0	11.503181029496819	27.940800328399295	PIK3CA
RHEUMATOID ARTHRITIS	1/92	0.08812818006415338	0.13945558163997895	0	0	11.503181029496819	27.940800328399295	TNFSF11
MELANOGENESIS	1/96	0.09178727400735918	0.1404173790293625	0	0	11.016620498614959	26.310792233027552	CTNNB1
INFLAMMATORY MEDIATOR REGULATION OF TRP CHANNELS	1/97	0.09269986559485559	0.1404173790293625	0	0	10.901315789473685	25.927561451957157	PIK3CA
PHOSPHATIDYLINOSITOL SIGNALING SYSTEM	1/98	0.09361158601957499	0.1404173790293625	0	0	10.788388497015735	25.553389086720664	PIK3CA
FC GAMMA R-MEDIATED PHAGOCYTOSIS	1/98	0.09361158601957499	0.1404173790293625	0	0	10.788388497015735	25.553389086720664	PIK3CA
CHOLINE METABOLISM IN CANCER	1/98	0.09361158601957499	0.1404173790293625	0	0	10.788388497015735	25.553389086720664	PIK3CA
AMOEBIASIS	1/100	0.09543241646248146	0.14167286567626114	0	0	10.569377990430622	24.83103038927071	PIK3CA
CHAGAS DISEASE	1/103	0.09815714797068767	0.14265166726702116	0	0	10.256965944272446	23.808320971600697	PIK3CA
C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY	1/104	0.09906365782432026	0.14265166726702116	0	0	10.15687276443536	23.4826149464007	PIK3CA
NF-KAPPA B SIGNALING PATHWAY	1/104	0.09906365782432026	0.14265166726702116	0	0	10.15687276443536	23.4826149464007	TNFSF11
INSULIN RESISTANCE	1/107	0.10177799649017215	0.14510922271866128	0	0	9.867924528301886	22.547826080103853	PIK3CA
TOLL-LIKE RECEPTOR SIGNALING PATHWAY	1/109	0.10358323762718848	0.14623515900308962	0	0	9.68421052631579	21.95778295069413	PIK3CA
CHOLINERGIC SYNAPSE	1/111	0.10538503169422438	0.14716334494445035	0	0	9.507177033492823	21.392428630708658	PIK3CA
PARATHYROID HORMONE SYNTHESIS, SECRETION AND ACTION	1/112	0.10628463801543638	0.14716334494445035	0	0	9.421052631578947	21.11855678854484	TNFSF11
GROWTH HORMONE SYNTHESIS, SECRETION AND ACTION	1/118	0.11166425512200431	0.15007714896223714	0	0	8.935222672064777	19.588319031503886	PIK3CA
TNF SIGNALING PATHWAY	1/118	0.11166425512200431	0.15007714896223714	0	0	8.935222672064777	19.588319031503886	PIK3CA
T CELL RECEPTOR SIGNALING PATHWAY	1/119	0.11255786172167787	0.15007714896223714	0	0	8.859054415700268	19.350725039139657	PIK3CA
NEUROTROPHIN SIGNALING PATHWAY	1/119	0.11255786172167787	0.15007714896223714	0	0	8.859054415700268	19.350725039139657	PIK3CA
AMPK SIGNALING PATHWAY	1/121	0.11434251370211895	0.15105799975325807	0	0	8.710526315789474	18.889271325741056	PIK3CA
SPHINGOLIPID SIGNALING PATHWAY	1/123	0.11612375588274423	0.15201655315559245	0	0	8.566867989646246	18.445313149795798	PIK3CA
PLATELET ACTIVATION	1/125	0.11790159440022063	0.1529534197624484	0	0	8.427843803056026	18.01792896923992	PIK3CA
FOXO SIGNALING PATHWAY	1/130	0.12233134010183622	0.15701702599806566	0	0	8.099143206854345	17.016478165448806	PIK3CA
NATURAL KILLER CELL MEDIATED CYTOTOXICITY	1/131	0.12321474956792654	0.15701702599806566	0	0	8.036437246963562	16.82690539004688	PIK3CA
OOCYTE MEIOSIS	1/136	0.12761914071456212	0.15788136227551242	0	0	7.7368421052631575	15.927874858789918	PGR
APOPTOSIS	1/136	0.12761914071456212	0.15788136227551242	0	0	7.7368421052631575	15.927874858789918	PIK3CA
INSULIN SIGNALING PATHWAY	1/137	0.1284974930534796	0.15788136227551242	0	0	7.679566563467493	15.757287045296094	PIK3CA
YERSINIA INFECTION	1/138	0.12937500519798933	0.15788136227551242	0	0	7.623127160968114	15.589600539360342	PIK3CA
MEASLES	1/138	0.12937500519798933	0.15788136227551242	0	0	7.623127160968114	15.589600539360342	PIK3CA
ALCOHOLIC LIVER DISEASE	1/140	0.13112751196800282	0.15867530859993617	0	0	7.512684589170768	15.262657737297207	CTNNB1
SPINOCEREBELLAR ATAXIA	1/143	0.1337499897609051	0.16049998771308613	0	0	7.3528539659006675	14.792346387731271	PIK3CA
PHOSPHOLIPASE D SIGNALING PATHWAY	1/147	0.13723493157351055	0.16332091030235968	0	0	7.149963950973324	14.200264502888531	PIK3CA
NON-ALCOHOLIC FATTY LIVER DISEASE	1/154	0.1433015535621199	0.16741730148602418	0	0	6.820433436532507	13.250766063915643	PIK3CA
MTOR SIGNALING PATHWAY	1/154	0.1433015535621199	0.16741730148602418	0	0	6.820433436532507	13.250766063915643	PIK3CA
HIPPO SIGNALING PATHWAY	1/155	0.14416489850185416	0.16741730148602418	0	0	6.775803144224197	13.123358631426163	CTNNB1
CELL CYCLE	1/157	0.14588910939450966	0.16806425402247513	0	0	6.6882591093117405	12.874286612773822	CDKN2A
NEUTROPHIL EXTRACELLULAR TRAP FORMATION	1/159	0.14761001997772247	0.16869716568882567	0	0	6.602931379080613	12.632606048584067	PIK3CA
HEPATITIS B	1/161	0.14932763619504633	0.16931637489832024	0	0	6.519736842105263	12.398012987267279	PIK3CA
AUTOPHAGY - ANIMAL	1/167	0.15446077852779447	0.17221801195860373	0	0	6.2821813570069756	11.733953045855854	PIK3CA
JAK-STAT SIGNALING PATHWAY	1/167	0.15446077852779447	0.17221801195860373	0	0	6.2821813570069756	11.733953045855854	PIK3CA
TIGHT JUNCTION	1/169	0.15616527702517324	0.17221801195860373	0	0	6.206766917293233	11.524975344842169	ERBB2
WNT SIGNALING PATHWAY	1/170	0.15701630168872455	0.17221801195860373	0	0	6.169729056368732	11.422671213025856	CTNNB1
INFLUENZA A	1/171	0.15786651096205342	0.17221801195860373	0	0	6.13312693498452	11.321785872550063	PIK3CA
AXON GUIDANCE	1/178	0.16379520666899233	0.17734217864913454	0	0	5.888492417484389	10.653097581617864	PIK3CA
HERPES SIMPLEX VIRUS 1 INFECTION	1/181	0.1663239190403913	0.1787361518045996	0	0	5.7894736842105265	10.385262524745686	PIK3CA
CHEMOKINE SIGNALING PATHWAY	1/191	0.17470059708739985	0.18634730355989318	0	0	5.481994459833795	9.564335106915594	PIK3CA
EPSTEIN-BARR VIRUS INFECTION	1/203	0.1846470750790034	0.1955086677307095	0	0	5.153204794163627	8.705355125083043	PIK3CA
HUMAN IMMUNODEFICIENCY VIRUS 1 INFECTION	1/210	0.19039648505561949	0.20012477261320588	0	0	4.9788466381264165	8.258147136064768	PIK3CA
CAMP SIGNALING PATHWAY	1/222	0.2001631152011021	0.20886585934028046	0	0	4.705644201000238	7.569605933177322	PIK3CA
REGULATION OF ACTIN CYTOSKELETON	1/228	0.20500435538345912	0.21237861277135334	0	0	4.579874797124971	7.257837756669995	PIK3CA
CORONAVIRUS DISEASE - COVID-19	1/230	0.20661190652808223	0.21251510385745598	0	0	4.5394162261549065	7.158264882208361	PIK3CA
SHIGELLOSIS	1/242	0.21619255360812462	0.22079239517425492	0	0	4.3107665429133	6.602308895436678	PIK3CA
CALCIUM SIGNALING PATHWAY	1/250	0.22251848082752343	0.22565254393777023	0	0	4.170577045022194	6.267314305853672	ERBB2
PRION DISEASE	1/268	0.23657494587129765	0.2382293161221459	0	0	3.885866351271437	5.6014383625270145	PIK3CA
PATHWAYS OF NEURODEGENERATION - MULTIPLE DISEASES	1/469	0.3779991967830748	0.3779991967830748	0	0	2.194331983805668	2.1347848537906913	CTNNB1
